acceleration_x,acceleration_y,acceleration_z,angular_rotation_x,angular_rotation_y,angular_rotation_z,label
0.094024,0.040671,0.990314,0.170505,0.050533,-0.22437,standing still
0.101263,0.042683,0.991998,0.48275,-0.050812,0.098833,standing still
0.102154,0.044798,0.992929,0.493475,-0.148152,-0.002888,standing still
0.099951,0.04595,0.9962,-0.139898,-0.126507,-0.121088,standing still
0.097427,0.038928,0.989801,0.621112,0.030749,0.105805,standing still
0.102495,0.043801,0.992801,0.428266,0.052907,-0.17278,standing still
0.102658,0.039954,0.991244,0.202096,-0.168361,0.037575,standing still
0.102914,0.039756,0.993208,0.184267,-0.386763,0.16963,standing still
0.099544,0.039397,0.99108,0.774966,0.039871,-0.105359,standing still
0.099943,0.046041,0.991381,0.602364,0.016639,-0.058157,standing still
0.10445,0.048051,0.989814,0.359131,-0.205255,0.125708,standing still
0.102622,0.051217,0.99084,0.615298,-0.012256,-0.121656,standing still
0.097423,0.055055,0.992248,0.86028,-0.209452,0.046934,standing still
0.098327,0.060588,0.990375,0.441722,0.008471,0.308663,standing still
0.101651,0.059676,0.98922,0.283489,-0.088835,-0.211149,standing still
0.097467,0.060757,0.990483,0.867131,-0.096016,-0.136089,standing still
0.102685,0.062618,0.990743,0.105822,0.086544,-0.363416,standing still
0.104678,0.061885,0.988842,0.475682,-0.075802,-0.109028,standing still
0.107202,0.063991,0.994018,0.99276,-0.352393,0.046984,standing still
0.101328,0.099338,0.989447,2.250882,0.429344,0.185981,standing still
0.096336,0.108198,0.984231,0.265097,0.143609,0.448753,standing still
0.091051,0.106402,0.990478,0.811496,-0.043701,0.118415,standing still
0.091041,0.110163,0.98953,0.534636,-0.020768,0.163296,standing still
0.092162,0.102487,0.981709,-0.765048,-0.00234,0.211103,standing still
0.092374,0.095256,0.987517,0.542885,-0.300817,0.108354,standing still
0.094915,0.093582,0.991856,0.390097,-0.249813,-0.249924,standing still
0.095307,0.088055,0.990452,0.22196,0.013834,-0.006772,standing still
0.096479,0.089791,0.991803,0.471967,-0.052575,-0.001902,standing still
0.095709,0.088674,0.989081,0.432635,-0.307695,-0.079721,standing still
0.091569,0.088536,0.988171,0.481183,-0.012579,0.04832,standing still
0.08543,0.091658,0.994536,0.28822,0.022607,0.137412,standing still
0.090033,0.088343,0.987374,-0.036686,-0.083809,-0.14318,standing still
0.092402,0.081546,0.993004,-1.765708,-0.247227,0.62282,standing still
0.09299,0.070586,0.995671,0.484471,-0.112332,0.11603,standing still
0.091554,0.06623,0.992061,0.13983,-0.056453,-0.091293,standing still
