acceleration_x,acceleration_y,acceleration_z,angular_rotation_x,angular_rotation_y,angular_rotation_z,label
0.191146,-0.045299,0.977516,0.363959,-0.132783,-0.035595,standing still
0.192406,-0.047031,0.975427,0.350027,-0.396706,-0.040646,standing still
0.189923,-0.047408,0.978189,0.379823,-0.371283,-0.003428,standing still
0.192843,-0.044283,0.978028,0.378017,-0.007307,-0.029784,standing still
0.191573,-0.044514,0.978181,0.384207,0.057023,-0.034868,standing still
0.192311,-0.045539,0.977587,0.331887,-0.202446,-0.051358,standing still
0.191528,-0.04548,0.977811,0.350346,-0.007776,-0.041279,standing still
0.189895,-0.045178,0.977991,0.376679,-0.206972,-0.016288,standing still
0.191594,-0.044742,0.978054,0.357893,0.05529,-0.036736,standing still
0.191075,-0.044552,0.97775,0.379088,-0.219627,-0.010304,standing still
0.19164,-0.041405,0.978069,0.363922,-0.543172,-0.007378,standing still
0.187027,-0.048699,0.977689,0.342529,0.318736,-0.039606,standing still
0.195304,-0.04064,0.978576,0.372555,0.221936,-0.045863,standing still
0.183324,-0.044394,0.978236,0.374324,0.462095,-0.068892,standing still
0.179187,-0.045574,0.978653,0.386695,-0.396007,-0.026908,standing still
0.186324,-0.044448,0.978603,0.370047,0.066818,-0.040884,standing still
0.18745,-0.047039,0.978914,0.391993,-0.612665,0.061233,standing still
0.187581,-0.046871,0.978459,0.373116,-0.094067,-0.009948,standing still
0.183426,-0.04478,0.978816,0.370705,-0.082938,-0.011026,standing still
0.187868,-0.044281,0.978774,0.350627,0.469742,-0.070674,standing still
0.189979,-0.045669,0.978236,0.364516,-0.273388,-0.004602,standing still
0.188831,-0.045782,0.977592,0.383317,-0.361555,-0.007048,standing still
0.189428,-0.045096,0.978326,0.378798,-0.040741,-0.026857,standing still
0.189179,-0.044565,0.978232,0.377592,-0.104893,-0.017448,standing still
0.188124,-0.044625,0.978353,0.365132,0.10854,-0.028477,standing still
0.185679,-0.045009,0.977894,0.379456,-0.361897,-0.000457,standing still
0.187697,-0.04504,0.978274,0.365293,-0.053516,-0.013521,standing still
0.184956,-0.044697,0.979333,0.370832,-0.033219,-0.026922,standing still
0.183257,-0.044795,0.979426,0.350811,-0.007194,-0.012427,standing still
0.179869,-0.046446,0.979594,0.379492,-0.364789,-0.016696,standing still
0.180114,-0.045451,0.979427,0.382127,-0.136516,-0.017058,standing still
0.17854,-0.044683,0.97971,0.330121,0.426281,-0.102656,standing still
0.182902,-0.045833,0.979694,0.3793,0.170404,0.010653,standing still
0.18075,-0.044366,0.979967,0.365542,0.028998,-0.029681,standing still
0.180361,-0.045689,0.979797,0.370703,-0.051915,-0.019934,standing still
0.179661,-0.04507,0.980138,0.364213,0.067328,-0.051269,standing still
0.179682,-0.045961,0.979883,0.375523,-0.047691,-0.024733,standing still
0.180923,-0.043518,0.980209,0.376029,-0.252982,0.011126,standing still
0.182377,-0.043652,0.980185,0.363491,-0.15834,-0.05624,standing still
0.18015,-0.047478,0.98029,0.367245,0.306618,-0.020247,standing still
0.179553,-0.044104,0.980184,0.360691,0.125322,-0.056205,standing still
0.17721,-0.043535,0.978808,0.335912,-0.232726,-0.00507,standing still
0.178222,-0.044284,0.980095,0.371504,-0.251593,-0.036706,standing still
0.178534,-0.044575,0.98027,0.357801,-0.069033,-0.07415,standing still
0.19274,-0.046771,0.988017,0.265585,-1.302567,-0.011941,standing still
0.17707,-0.046202,0.98021,0.36212,-0.156574,-0.036524,standing still
0.183787,-0.043998,0.980016,0.368794,-0.23964,0.005306,standing still
0.179685,-0.045438,0.979679,0.380091,-0.083686,-0.018394,standing still
0.178184,-0.045473,0.980283,0.36494,-0.01662,-0.021373,standing still
0.181124,-0.045243,0.979735,0.376552,-0.184933,-0.019941,standing still
0.176093,-0.043469,0.98025,0.38515,0.059217,-0.02459,standing still
0.180605,-0.045559,0.979988,0.361136,0.218046,-0.039271,standing still
0.179236,-0.04589,0.979846,0.368602,-0.083398,-0.019769,standing still
0.180465,-0.045345,0.980046,0.372978,0.19488,-0.038177,standing still
0.176962,-0.044559,0.979635,0.370414,0.118855,-0.02428,standing still
0.17476,-0.045439,0.979971,0.366833,-0.159081,-0.029469,standing still
0.177399,-0.046048,0.980346,0.364473,-0.156345,-0.019688,standing still
0.176976,-0.045525,0.980303,0.370811,-0.182648,-0.019181,standing still
0.17685,-0.04536,0.980493,0.347068,0.008665,-0.038388,standing still
0.176731,-0.045055,0.980585,0.363892,-0.093632,-0.032148,standing still
0.174337,-0.045541,0.980391,0.37948,-0.191264,-0.02351,standing still
0.178867,-0.04489,0.980635,0.362191,-0.108637,-0.022322,standing still
0.17552,-0.045097,0.980492,0.377206,-0.219461,0.004323,standing still
0.174589,-0.046117,0.98014,0.3697,-0.038253,-0.018723,standing still
0.176652,-0.045774,0.98053,0.368614,-0.051724,-0.032475,standing still
0.177149,-0.046103,0.980374,0.370462,-0.109112,-0.037917,standing still
0.179503,-0.044362,0.98015,0.382519,-0.059208,-0.016197,standing still
0.174884,-0.046698,0.98041,0.371033,-0.177778,-0.02356,standing still
0.176973,-0.046353,0.980669,0.360918,0.106904,-0.03526,standing still
0.176191,-0.044509,0.980643,0.370867,0.415994,-0.021726,standing still
0.176283,-0.042911,0.980306,0.369551,-0.206905,-0.018969,standing still
0.176119,-0.044247,0.980586,0.349816,0.352446,-0.094134,standing still
0.177851,-0.04646,0.980561,0.359564,-0.089076,-0.011262,standing still
0.174274,-0.046776,0.980769,0.380339,-0.219649,-0.011669,standing still
0.174179,-0.045524,0.980735,0.381982,-0.118889,0.008341,standing still
0.174135,-0.046109,0.980509,0.378866,-0.075416,-0.025577,standing still
0.176529,-0.044089,0.980536,0.384764,-0.395019,0.025803,standing still
0.177872,-0.044486,0.980941,0.391276,-0.327913,0.014294,standing still
0.174075,-0.044565,0.981101,0.377226,-0.142467,-0.029264,standing still
0.177682,-0.046814,0.980821,0.355021,0.100305,-0.002855,standing still
0.175987,-0.045061,0.980338,0.370178,-0.032003,-0.028387,standing still
0.174896,-0.045575,0.981039,0.368611,-0.01335,-0.029376,standing still
0.174981,-0.046543,0.980601,0.378005,-0.145222,-0.022036,standing still
0.172979,-0.045374,0.980914,0.377941,-0.314818,-0.006135,standing still
0.175815,-0.045447,0.980777,0.359362,0.126196,-0.031537,standing still
0.173557,-0.045267,0.980828,0.382643,-0.050654,-0.027839,standing still
0.173787,-0.045316,0.98086,0.368133,-0.012638,-0.027007,standing still
0.174068,-0.045221,0.98108,0.368871,-0.080849,-0.01832,standing still
0.173122,-0.046444,0.98087,0.3665,-0.178292,-0.025433,standing still
0.1745,-0.045324,0.98119,0.369552,-0.064481,-0.014002,standing still
0.173948,-0.045529,0.981174,0.375355,-0.16828,-0.011707,standing still
0.173906,-0.045416,0.980991,0.37769,-0.109011,-0.018738,standing still
0.173836,-0.045361,0.98099,0.375479,-0.076278,-0.006497,standing still
0.173831,-0.045432,0.980844,0.37649,-0.141638,-0.009309,standing still
0.173396,-0.045548,0.980945,0.365935,-0.084137,-0.022012,standing still
0.173533,-0.045524,0.980759,0.361276,-0.055884,-0.023789,standing still
0.173826,-0.04551,0.98088,0.37262,-0.058827,-0.0167,standing still
0.17415,-0.045644,0.980779,0.376529,-0.120348,-0.020366,standing still
0.17362,-0.045274,0.981171,0.366493,-0.065596,-0.023597,standing still
0.173459,-0.04526,0.980905,0.373789,-0.05165,-0.023639,standing still
0.173657,-0.045193,0.98093,0.376151,-0.109035,-0.016697,standing still
0.173595,-0.045346,0.981075,0.359517,0.059219,-0.048466,standing still
0.173172,-0.045339,0.980968,0.375715,-0.092857,-0.011841,standing still
0.173475,-0.045524,0.981016,0.366533,-0.076054,-0.016835,standing still
0.173032,-0.045726,0.98101,0.363577,-0.091748,-0.02077,standing still
0.173922,-0.045281,0.980819,0.367649,-0.07617,-0.019431,standing still
0.173608,-0.045394,0.981076,0.357988,-0.035459,-0.023232,standing still
0.173428,-0.045359,0.980777,0.381247,-0.126372,-0.007201,standing still
0.173647,-0.045505,0.980568,0.377188,-0.074226,-0.014746,standing still
0.174051,-0.045518,0.980809,0.373153,-0.074992,-0.022416,standing still
0.173717,-0.045571,0.981068,0.371521,-0.038398,-0.019539,standing still
0.173683,-0.04542,0.98077,0.380971,-0.014223,-0.016341,standing still
0.174827,-0.045017,0.980749,0.378949,-0.087935,-0.015485,standing still
0.174554,-0.045258,0.980752,0.374166,-0.01927,-0.013349,standing still
0.175038,-0.044597,0.980821,0.37131,-0.24746,-0.008429,standing still
0.175468,-0.045313,0.980557,0.37142,-0.043598,-0.023191,standing still
0.174958,-0.04551,0.980782,0.363148,-0.226592,-0.018983,standing still
0.176338,-0.045322,0.980545,0.380362,-0.247776,-0.007089,standing still
0.175826,-0.045274,0.98088,0.355473,-0.108682,-0.00982,standing still
0.175364,-0.0454,0.980627,0.357944,0.019229,-0.011997,standing still
0.175116,-0.045345,0.980448,0.354354,-0.054354,-0.019511,standing still
0.175313,-0.045443,0.980989,0.367839,-0.027882,-0.026725,standing still
0.174771,-0.045582,0.98026,0.369424,-0.068597,-0.015363,standing still
0.175822,-0.045301,0.980441,0.37756,-0.077392,-0.020058,standing still
0.175978,-0.044988,0.980532,0.368787,-0.070134,-0.029855,standing still
0.177224,-0.045484,0.980419,0.377403,-0.130254,0.001879,standing still
0.176448,-0.045112,0.980259,0.368425,-0.06944,-0.018605,standing still
0.180316,-0.045226,0.979918,0.35355,0.318721,-0.041542,standing still
0.179112,-0.045185,0.979907,0.373264,-0.180884,-0.023266,standing still
0.178467,-0.04549,0.979971,0.380144,-0.038645,-0.027895,standing still
0.179396,-0.044927,0.980048,0.363967,0.013979,-0.034264,standing still
0.179476,-0.045163,0.980211,0.388504,-0.057397,-0.037135,standing still
